id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,target
808,A,H,C,A,E,AB,C,AK,X,A,DC,B,A,A,B,B,D,D,B,0.5054184790332651,0.17869069267439766,0.2605166280939609,0.3203590704594311,0.21221153135477694,0.14541923758786682,0.391147579571952,0.33444521611819744,0.35694065315640144,0.2677834072059774,0.34155490814305633,1
809,B,A,C,D,H,BI,A,P,BO,E,HK,A,A,A,A,B,D,D,B,0.3475604372904563,0.7159903222596052,0.70696452704733,0.23566746395195914,0.8058103164334205,0.10847746837814748,0.6832806928543512,0.573684059536425,0.7583489077508474,0.302895847396146,0.5079324027934927,0
810,B,I,A,A,F,BI,A,AQ,AX,A,HK,A,A,A,A,B,D,D,B,0.3818593453957724,0.7012378063143121,0.6168755884663418,0.5472897579520755,0.2729441941429944,0.7344817875131031,0.8250459517659947,0.6106442957167051,0.4485166139366897,0.6954704584794792,0.4009774924953718,0
811,A,K,A,B,F,BI,A,G,AD,F,IT,A,B,A,B,D,D,B,B,0.8988092974538214,0.4523633467860127,0.7839509074080425,0.6336563911063817,0.40761439197239735,0.5519535810666681,0.20468084984994872,0.8922424346400337,0.6357902252567674,0.7840670573984785,0.9335172863306974,0
812,A,I,Q,A,H,BI,A,AF,BD,A,HK,B,A,A,B,B,B,D,D,0.484468715838606,0.8811915068959347,0.9265425752676968,0.186268404414914,0.2128638428891345,0.6813391378013078,0.5938284530412753,0.3740760308512287,0.572184061446796,0.2403675244765059,0.5141058473495174,1
813,A,B,A,B,E,BI,E,AS,N,A,BL,A,A,A,B,B,D,D,B,0.9335878132291746,0.4854622462779167,0.6452941903923274,0.6827810986266054,0.6269098640249677,0.4222647703837977,0.19087735698998567,0.707832756550726,0.508238234746616,0.3958446763616349,0.6911088669337287,0
814,B,I,U,B,D,AB,C,J,BM,A,DC,A,A,A,A,D,D,D,B,0.24760857767302924,0.21426554103227424,0.32015522832569204,0.3392716611578716,0.5734867984096155,0.12602656217844946,0.6144592569269467,0.1907453174450572,0.2864685622775625,0.24722958500634626,0.25271476622892164,0
817,A,K,A,A,G,BI,A,AO,Y,A,HQ,A,A,A,B,D,B,C,C,0.6748361231315664,0.7548382877796007,0.8123233629330744,0.8207044547731259,0.678717295719263,0.798921456623542,0.7617542261998833,0.7650739900861364,0.6549472981713614,0.7816719594354881,0.6579518002720671,1
819,B,F,G,B,K,BI,A,AS,K,A,MD,A,A,A,A,B,D,D,B,0.6247904900259674,0.8197690059902478,0.7197020827019159,0.3413567356491378,0.7345513791225434,0.4877777038107942,0.3426722128030925,0.8294338048042807,0.5042393057351913,0.5518859040470679,0.5820361151783556,1
820,A,I,F,A,H,BI,A,AV,AX,A,HK,A,A,A,A,B,D,D,B,0.3734386387994961,0.7029590897639718,0.7002018232073438,0.5732131094192839,0.2760238033119245,0.7958191409337294,0.7391112853016859,0.4175278107002031,0.4446837846190181,0.6477695264573582,0.4291943675570789,0
823,B,A,A,A,E,AB,C,J,Y,A,DF,A,A,A,A,B,D,D,B,0.241675954872775,0.14848837977228713,0.266078777039075,0.6802792240638199,0.3913838616366347,0.7350364673933001,0.4779023889644386,0.2359197097521709,0.2789258107979348,0.28382660861575953,0.33696854375728946,0
824,A,G,M,A,D,AB,C,AH,K,A,HX,B,A,A,B,D,B,D,D,0.6456278800444859,0.5458993562826907,0.27972260862508325,0.3082899165419394,0.2562220440072789,0.0017396719426320815,0.3289752072658244,0.33637140101636964,0.3941987848022896,0.5649314885008115,0.5909150717693679,0
825,B,I,D,A,D,BI,A,AS,J,A,DF,A,A,A,A,B,D,D,B,0.4956176781166396,0.2206087035875376,0.2481889831291356,0.3782161639843893,0.7244254681864792,0.4876910122651967,0.18278264136317346,0.3917619000152128,0.3919260103417366,0.3605042322785053,0.5352389902577805,0
826,A,O,N,B,E,N,A,AG,AM,I,CR,A,A,A,B,B,D,C,B,0.3010313374045304,0.2200870330719316,0.2460748425953933,0.471710085695841,0.40128820770511997,0.28301007187824817,0.5425271844792346,0.2708047032856375,0.2651645843791385,0.5148257875161142,0.32037220130379784,0
827,A,M,A,B,E,BI,A,N,M,A,DP,A,A,A,A,B,D,D,B,0.4821702556737679,0.3594832140895229,0.34547035444773755,0.2348846448987039,0.6198336537544827,0.13470164561596087,0.4339683706376339,0.3255156908963572,0.3511657038849838,0.3657265622163077,0.389184141042858,0
829,A,I,M,A,D,AB,C,AH,K,A,DC,B,A,A,B,D,B,B,D,0.3715304415159056,0.4784721858519604,0.2984971262067514,0.25485324896293593,0.23995298503191825,0.35489847495120463,0.03378249214870191,0.35775714408954545,0.3592211678926841,0.2756349455180904,0.4020992562285186,1
830,A,M,A,A,E,BI,A,N,M,E,DP,A,A,A,B,B,D,D,B,0.4559954748249559,0.33998414755749595,0.2981394386973735,0.32880000787311603,0.6055337004239418,0.4897364273524147,0.5812425038877997,0.3560903319553554,0.3787259686118151,0.3619359307743999,0.3871179691312291,0
831,A,I,A,A,H,BI,A,K,H,C,HK,A,A,A,B,D,B,C,C,0.4824655046761715,0.801953747523212,0.71099409389647,0.3475755160206533,0.6741344082821155,0.8079721801654028,0.7689855669521922,0.5262279521537304,0.8621292903273645,0.5582927857791563,0.5007987120106687,1
832,B,H,C,B,E,BI,A,N,AF,A,IE,A,A,A,B,B,D,D,B,0.2687597379944852,0.20555646751962225,0.8062546058202464,0.674985381909457,0.5946172443556712,0.2092734207152986,0.4600184469440083,0.5439375164327301,0.18090698013110626,0.7520419529218559,0.3612053133658912,0
834,A,I,C,A,E,BI,C,AK,AX,A,CR,A,B,A,B,B,D,D,B,0.16622500055416167,0.2293579451060865,0.2969867459008033,0.3996884995871913,0.4818608864499523,0.735660575802477,0.5116527122009398,0.2319874105374367,0.3436406841867894,0.5012744003708739,0.2962537265257862,0
838,B,A,A,A,F,BI,A,E,AN,E,HV,A,A,A,A,B,D,D,B,0.4233846778720689,0.7891752204266966,0.6948035386583233,0.6296008641340964,0.7942611832956162,0.5549137591362653,0.4345570357262397,0.8407744145021779,0.7315829040234759,0.9280376173911988,0.5180892934236492,0
839,A,F,A,A,F,BI,A,S,L,A,LO,A,A,A,B,D,D,C,B,0.8720799185423957,0.7524992050992451,0.7252469526834665,0.8668835236630374,0.7193974416477872,0.5551433600344234,0.261658086240874,0.7136825234050244,0.776248092495766,0.9740777038975628,0.9512296197772956,1
841,A,I,A,A,H,BI,A,AN,AX,A,HK,A,A,A,A,B,D,D,B,0.4187389801041556,0.63051059263695,0.5658528556528504,0.34426936478690034,0.21211419616783872,0.4252223520521111,0.5820929481956847,0.4166552461266445,0.5781303377814295,0.7054515157892515,0.5198577958230536,0
842,B,A,A,B,E,BI,A,E,L,F,LN,A,A,A,A,B,D,D,B,0.9509385082922478,0.7512306987911839,0.8292503767382303,0.7842188173335717,0.7927849977709897,0.55485548478722,0.2333168966527845,0.9510818129090204,0.6040184393430389,0.8381036836386191,0.9510812715543858,0
844,B,I,A,A,E,BI,A,F,L,A,LN,A,A,A,A,B,D,D,B,0.9331918613516752,0.7154451534239815,0.8179354902951043,0.8262962736093054,0.8100681160958311,0.11662980201716405,0.21094138505729693,0.900748130359468,0.6773042866096705,0.7647569584426483,0.9541691313661752,0
845,A,K,G,B,G,BI,A,S,Y,A,HQ,A,A,A,B,B,B,B,B,0.8518480380805784,0.7142908677825123,0.6881315267869923,0.8628428042982043,0.6724973078185802,0.5552564713508241,0.7823048114948589,0.7382880863168294,0.7195427796788862,0.3587763360120257,0.6432906011285703,0
846,B,H,A,B,E,BI,A,N,N,A,IB,A,A,A,B,B,D,D,B,0.9333873331402064,0.4734271126422807,0.5211387421930005,0.6420922403173451,0.5973190686898002,0.2676473100970549,0.2336900732722469,0.7241039629692921,0.4647254820660821,0.3064283826786447,0.9357414161177772,0
847,A,F,Q,B,D,AB,C,AH,X,A,DC,B,A,A,B,D,B,D,B,0.4495391461673184,0.3030607170379301,0.3050971294465093,0.32684696088119525,0.2468521415870741,0.3571773429336917,0.3781794204534257,0.3763307559031326,0.3687968803574865,0.3086533322424517,0.4128854487736677,0
848,A,I,A,A,E,BI,A,AK,BC,F,AA,A,A,A,B,B,D,D,B,0.4173274036036099,0.4249508973251341,0.4973839866843219,0.5854370906737794,0.4604404582509985,0.35772434384432833,0.20859945075148487,0.6406752705621286,0.39373262730380587,0.3175990078163197,0.5505915094704609,0
849,A,K,A,A,E,BI,C,E,Y,I,DP,A,B,A,A,B,D,D,B,0.3623146228882709,0.3469332655087029,0.3608736067741593,0.5914401906754647,0.20466275933286632,0.7927928051489241,0.5892587924621062,0.3846063155039322,0.3404040088873025,0.4609543771718971,0.3302001855732052,0
851,A,F,A,B,E,BI,A,N,S,A,GQ,A,A,A,B,B,D,D,B,0.6510625692752267,0.5870716213670247,0.6329556614621651,0.6546041336758583,0.6171624599503988,0.15842107750127196,0.12867246188588585,0.7279487612515074,0.4907106099520676,0.3963108385149664,0.6524478896031085,0
853,A,F,C,A,E,BI,A,AM,BJ,A,DP,A,A,A,A,A,D,D,B,0.4686602238261906,0.3156499305847266,0.29618400369634085,0.2528775911739461,0.6300271865484806,0.297695047151852,0.5534612324874411,0.3252473074581885,0.33649437294938844,0.2446934301719371,0.3836935140488959,0
854,A,I,Q,A,I,BI,C,AH,H,A,HK,A,A,B,B,D,B,C,C,0.5510349443255226,0.7042431167194971,0.7054144350722689,0.27316737311312506,0.2216701310446038,0.7989417781430039,0.6997688364449705,0.35714874278093445,0.6972826384551665,0.5233188591055906,0.4594659998989414,1
855,A,L,G,A,K,BI,A,AS,K,A,MD,A,A,A,B,B,D,D,B,0.653604849697984,0.7629342503619999,0.9490303019392728,0.3749864109846521,0.7413617457768433,0.6812039318474336,0.22355822641389364,0.846215950529438,1.0077711610146245,0.6428491255970188,0.6577402804759096,0
858,A,I,C,A,E,BI,A,AV,AE,A,DJ,A,A,A,A,B,D,D,B,0.2980989524477905,0.299045520251336,0.30081549440172883,0.3379697700971473,0.2927658507877301,0.2987624136242868,0.41266095315075096,0.3604119785987859,0.35148646829933466,0.2713147993848044,0.34638331097542124,0
860,B,I,A,A,E,AB,E,AA,AS,A,DF,A,A,A,A,B,D,D,B,0.3514051341688165,0.33820942670444915,0.426638146061769,0.5712226056997688,0.34578807219052377,0.09558190034907008,0.5851783672852552,0.2737756776254809,0.3789347081169697,0.460462813141541,0.429306794769165,0
866,B,I,G,A,D,AB,C,AH,BC,A,DC,A,A,A,B,D,D,D,B,0.35525934841227724,0.3215598297910818,0.31156423146263074,0.3226269598826721,0.25804059356419873,0.0941608682206691,0.3823617221499498,0.4372527956630435,0.2742015414246827,0.3621418767189476,0.4016607892188709,1
867,A,L,G,C,G,BI,I,G,AE,A,HK,A,A,A,A,B,B,B,D,0.5496266601703802,0.6090734528203411,0.5989969098495187,0.07775777923795169,0.7098156087004831,0.7976953223434978,0.7956803921212668,0.7322222640078889,0.4309799030482759,0.7305424453393197,0.4013831528757114,1
868,A,I,A,A,E,BI,A,E,BM,A,LM,A,A,A,B,B,D,D,B,0.22591529547243344,0.2006576423208516,0.21294103599843325,0.3078970584052017,0.8331869066307782,0.5555087259085444,0.4065919718774132,0.3128389194684449,0.2992369885101228,0.3880169322814755,0.33249319019593554,0
870,A,B,D,B,G,BI,A,AS,K,A,FO,A,A,A,A,D,D,D,B,0.5696605818517934,0.4950885549018799,0.8529647224794458,0.2608663370646922,0.7230553489749303,0.7366437599965393,0.33990000481423344,0.5412739881963619,0.6877003643063387,0.3877858984597225,0.5906671532081473,1
871,A,K,A,C,E,AB,A,E,BM,E,CK,B,B,A,A,B,D,D,B,0.2615873985913761,0.2347943068967133,0.22174253262101945,0.2103133304654982,0.8105979721829814,0.049303858997234884,0.3393270713763253,0.29800640421372515,0.3345876974527912,0.6919846300980839,0.3087417653151286,0
873,B,I,A,B,E,BI,A,AS,BM,A,AD,A,A,A,A,B,D,D,B,0.4630211485314165,0.2476796620082389,0.3080136667779806,0.34611604552759023,0.3382422594425559,0.4892981900663362,0.5897256941208215,0.3472864206439025,0.35132940703558785,0.7603525176469236,0.4852213979499997,0
874,B,I,A,B,E,BB,A,U,L,A,LN,A,A,A,A,B,D,D,B,0.8980641870119374,0.2181101590709152,0.7879298068538715,0.41672457454301504,0.8176166940076699,0.09428272688765926,0.6727247612908807,0.2382754362776197,0.3880824522991889,0.2613824660802232,0.8467288450777999,0
875,A,L,G,B,E,BI,A,F,L,A,LN,A,A,A,B,B,D,D,B,0.9043079475213956,0.7103315654251159,0.8473707026516167,0.8547725716818234,0.27887535105885464,0.12490135043101205,0.2621019567430623,0.8582009347235338,0.6917326433061629,0.8838857483188496,0.9498792206601221,0
879,A,N,A,A,E,BI,G,E,Y,J,CR,A,B,A,A,B,D,D,B,0.3404526943811525,0.2919620794395064,0.2638934393660339,0.5990841481075111,0.8044693678797401,0.7378070148999966,0.6060060176573427,0.31218448423278466,0.3049996316564477,0.565908998218043,0.32919936518441506,0
881,A,I,F,B,F,BI,E,AD,AT,A,MD,A,B,A,A,D,B,D,D,0.3038139305600597,0.5971173502561979,0.3505256251066721,0.33533021689183995,0.2971031133990763,0.6219520725425792,0.5538533259904671,0.5093218391944994,0.3253629123899661,0.4796776070256009,0.4197498998497097,0
882,A,K,A,B,E,BI,A,S,AD,J,KW,A,B,A,A,B,D,D,B,0.8914011296845679,0.8239669613263851,0.7718960802857265,0.8911470459504013,0.5995427355508406,0.1440615949705588,0.1984442270383804,0.8362040949761465,0.8598896780621522,0.9034221252558944,0.9376472244483456,0
884,A,K,A,A,E,BI,K,J,BM,E,DJ,A,A,A,A,D,B,D,B,0.23170742965186397,0.3245428366152954,0.3902000176392304,0.6512393143880297,0.3285253828516915,0.7360879953406779,0.4020077615948621,0.4036673860196013,0.3693853556869927,0.5698892724115011,0.3336783549571083,0
885,A,B,C,A,E,BI,A,E,AE,A,DJ,A,A,A,A,B,D,D,B,0.504172950712838,0.33658843229967456,0.3353715759717836,0.6016660933058812,0.7776240939527584,0.6181150606646268,0.3761616313839361,0.3711467434162481,0.3885405469981611,0.3686011318256161,0.3447308257677976,0
886,A,L,J,A,E,AB,C,AK,BM,A,CK,B,A,A,B,B,B,D,B,0.4531744325935277,0.1814987575315168,0.16388927008605242,0.36070315980407786,0.8005925568551864,0.4861224767040021,0.34124467939683784,0.32720561504208656,0.3402966575730773,0.5915180472360105,0.3176928378893688,0
887,A,F,C,A,E,BI,A,E,AX,A,DJ,A,A,A,A,B,D,D,B,0.4564297061616504,0.307821049356425,0.3342217253667966,0.3285700154322576,0.7986740979013528,0.7330430679543036,0.4938817235997094,0.4034837909173341,0.42435618528914537,0.2840300458569408,0.4690615583956732,0
891,A,G,Q,A,F,BI,A,AW,BM,A,LO,B,A,B,B,D,B,B,D,0.32660968659653683,0.6024603560198569,0.675297361233276,0.28709153147162003,0.6202734104150601,0.7760482038000049,0.6398398656608145,0.3130426008881651,0.3566231800143295,0.32039067540913163,0.32957762401510393,1
892,B,I,D,A,E,BI,A,AN,BM,A,DF,A,A,A,A,B,D,D,B,0.4497298304791998,0.2530914986311452,0.29031672204947523,0.689430350532172,0.6716900885117725,0.6193763244183508,0.3973758061654452,0.37887017479117896,0.3667469874138072,0.2990098817363551,0.6437320999404255,0
893,A,K,A,A,E,BI,G,AH,K,I,DJ,A,B,A,B,B,D,B,B,0.25798432652356124,0.3377906401210269,0.23629455518898496,0.6496131456209722,0.2486425775013479,0.7376569586214184,0.5350172929044887,0.36693711555078906,0.3904632998072156,0.2655711350247809,0.3144911813583464,1
895,A,L,A,B,I,BI,A,J,BD,C,JT,A,A,B,B,D,B,B,D,0.4608327386363554,0.9749237124441964,0.9644100235982168,0.1456854743495005,0.3777002570397641,0.7840415924618702,0.8332343306664872,0.3880639723270219,0.9525596715248256,0.5045380754193795,0.5080081522385748,1
897,B,I,A,D,E,BI,C,E,AT,C,EK,A,A,A,A,B,D,D,B,0.4428950000201175,0.5501212229333604,0.5683629042436039,0.5639502269639559,0.7739205687615411,0.2485859322258125,0.5519573833101755,0.6082991580355833,0.7647805055239852,0.5069292564525643,0.6437135555925267,0
899,A,I,A,B,G,BI,G,E,AN,E,HK,A,A,A,A,B,D,D,B,0.5258023565653704,0.6731230588685442,0.5775780422925599,0.32880927248202285,0.7933239612004616,0.6215530628428387,0.6130572809871802,0.4449413347572653,0.5840135996809116,0.3487990241241524,0.50216683048494,0
900,B,I,A,E,E,BU,C,C,S,A,EQ,A,A,A,B,B,D,D,B,0.7065485116666728,0.6265639933129017,0.3327039490149105,0.5995877859338722,0.3025076968582129,0.17427007625597302,0.21222455368191667,0.6119629529791855,0.3878734909772957,0.4361282782461884,0.7722361753590409,0
901,A,I,A,A,E,AB,A,AG,BK,I,HG,A,B,A,A,B,D,D,B,0.4764599549983771,0.25365404986907425,0.31169274282355885,0.3383471821531204,0.23880764728080944,0.3033459981990056,0.38980035006253816,0.3424097195901494,0.3741560670946044,0.24133967506148274,0.4067073010169061,0
902,B,I,A,B,E,BX,E,J,AP,J,DK,A,B,A,A,B,D,D,B,0.3007182025217736,0.37030792564037374,0.3739654998638428,0.3041810759495777,0.3998272813103987,0.5544849248599095,0.5004786338766417,0.2839760512831528,0.3738066937577265,0.4716227840958323,0.3344770124679813,0
904,A,K,A,B,E,BI,A,AA,Y,F,DJ,A,B,A,B,B,D,D,B,0.5257597804098739,0.348159112218761,0.25350784262235,0.6849174054630683,0.21730345635913653,0.6185087412934934,0.4249644754987932,0.7233727216104896,0.5323763149867602,0.5878733815867095,0.4957106273547458,0
909,B,A,A,B,D,BI,A,N,S,E,HX,A,A,A,A,B,D,D,B,0.6134668794236641,0.4021243114211266,0.3980429605562889,0.6616075042846421,0.6296315165489319,0.11029879855952512,0.08621030236165615,0.5396193809051875,0.4207724718013586,0.7068102641848076,0.6439925407013631,0
910,B,L,A,A,E,BI,A,N,L,A,IJ,A,A,A,B,B,D,D,B,0.6561286573217687,0.7349024847905156,0.7457111698663754,0.6510537076418124,0.8098960127710078,0.6791555886542383,0.19486221357510533,0.8577605204309958,0.4434735280442444,0.7403518255539558,0.9527709319058928,0
912,B,A,A,B,E,BI,A,AS,L,E,DF,A,A,A,A,B,D,D,B,0.3218022175931704,0.2042242186451889,0.32172689883825234,0.6828212875472393,0.7329881105500894,0.6206296134911711,0.2498600726724921,0.6791054507307644,0.3720818164298488,0.761742683721363,0.9454181902226216,0
913,A,I,A,A,G,BI,A,E,BO,E,HV,B,A,A,A,B,D,D,B,0.4796291151441741,0.7896506625934655,0.7836483215519028,0.2450535081671706,0.8014944178210179,0.2480691259112007,0.34327290357457113,0.5315127203497754,0.6525555201623761,0.5576746096889489,0.5416984867172715,0
915,A,I,M,B,F,AB,C,AH,K,A,HX,B,A,A,B,D,B,B,C,0.6088303741339091,0.4647142934296119,0.4526070819157992,0.2745640436748941,0.2513126875588541,0.11119999835653388,0.4585057509477592,0.3723985178512368,0.2628180877472561,0.2592107582625517,0.4115416473726431,0
916,B,M,F,A,F,BI,A,AA,AE,A,HK,A,A,A,A,B,D,D,B,0.4378944553007297,0.5574419798033899,0.6809791680910673,0.559625515004087,0.795878813337535,0.7381361813818232,0.6959217889376571,0.6672128501740131,0.4375738187984495,0.8112503872124018,0.38150417136066334,0
917,A,I,A,A,L,BI,A,J,K,A,HK,A,A,A,A,B,B,B,B,0.5004737478572019,0.9413781901971388,0.7711764748817119,0.22381588678045627,0.3929658614270484,0.7901210139383827,0.7590772305184345,0.4030450385173143,0.9504862092449669,0.5234040666714341,0.4638142315187052,0
921,A,K,A,A,F,BI,I,J,AU,C,GQ,A,B,A,A,B,D,D,B,0.4384074346519234,0.9381391711944552,0.42685393942403416,0.3134137579189997,0.4276252107457552,0.558238656058075,0.6174526240710487,0.4845870176074734,1.0327175551808203,0.4712000807712104,0.2984386435531946,0
926,A,H,A,B,K,BI,A,AD,BD,A,LM,A,A,A,A,D,B,C,B,0.3456121113025579,0.9400215212753548,0.7987833841025879,0.3221999910938438,0.6775135765455947,0.7931560732048271,0.7563693230816554,0.8860199401716791,0.9313727386406092,0.8298460638864059,0.6859554195403973,1
927,A,I,A,A,H,BI,M,AH,AN,A,HK,A,A,A,B,D,B,B,B,0.5385838233641758,0.7022659295279667,0.5627743477710904,0.35117889658641105,0.2221694730398412,0.8069382670781831,0.7817592285712955,0.7052293217613795,0.7383636110532803,0.6326332906717079,0.4702174926842736,1
928,A,G,M,A,H,BI,A,AL,F,A,HC,B,A,A,B,D,B,D,D,0.4695157824287803,0.6743350646586123,0.7067285882775483,0.3627581752746418,0.68343237406583,0.7893664937566611,0.7611626579640524,0.7224650330441992,0.976905545003426,0.4263652600145946,0.5478376401459706,1
929,A,L,Q,N,F,BI,C,C,BD,A,GK,B,A,B,B,D,B,C,D,0.4891624037354819,0.7696308495223132,0.7595406625580771,0.3091983974110029,0.2898295505353753,0.7927403799185512,0.7519747993198206,0.36430752512004505,0.4017415560075624,0.5605494757961423,0.4407011742342322,1
932,A,G,C,A,E,BU,I,AN,N,A,GU,A,A,A,A,D,B,D,B,0.4840740692758657,0.2067349327354628,0.3682305230493159,0.30036084924112944,0.5986371279455852,0.2880764407285045,0.4285698579591473,0.7216585067724192,0.26581742585946233,0.40916781931233503,0.3990114459175694,0
935,B,H,A,B,E,BI,A,N,S,A,LB,A,A,A,B,B,D,D,B,0.16122825325630133,0.2884505278155525,0.34693067708593306,0.6805254492699894,0.6029331863900125,0.736324106589388,0.4829297187688364,0.6641614651703863,0.38160028475704094,0.2922993890608502,0.5087592839886781,0
938,A,L,F,B,E,BI,C,AD,BJ,A,GS,B,A,A,A,B,D,D,B,0.36282136996786574,0.5757615946970899,0.5915546032503985,0.31717595499487644,0.7023280244519698,0.4882522126725337,0.5599717950223763,0.2343001543728825,0.28018956766707,0.2626972557349263,0.3286721812277644,0
939,A,O,A,A,H,BI,A,AF,F,A,IO,A,A,A,B,D,B,B,C,0.5726677478874541,0.8354548459263517,0.7030775187260102,0.3431240231973709,0.2412515030691061,0.6169097600201847,0.6789365819760149,0.4051321495546065,0.9596676098742104,0.6706203309608956,0.5206198724376848,1
940,B,I,A,A,E,BI,A,E,AE,A,DJ,A,A,A,A,B,D,D,B,0.3504239388667629,0.32942903397189666,0.3886582787738111,0.5869815183329459,0.7828844093045566,0.5550391638954092,0.5142798404932866,0.3990008152131424,0.3833934219737787,0.3547464148262026,0.4092877574006624,0
941,B,O,G,A,F,BI,C,AU,AX,V,HK,A,A,A,B,B,D,D,B,0.3535582615021492,0.7037982811656391,0.6972354751117812,0.6896204208920842,0.7234998393995311,0.6824570015263429,0.6920272605693459,0.6002834332194459,0.7740683148899096,0.7200104503585577,0.3840910395376956,0
943,B,I,A,D,E,BI,A,Y,L,F,LM,A,A,A,A,B,D,D,B,0.8897747083426075,0.7570105717272072,0.7960278480211941,0.8434018205776275,0.6822289310876938,0.420898026442718,0.20579570362647867,0.8169429891657475,0.5941161500358653,0.8312523531878253,0.937667494950776,0
945,A,L,Q,B,D,AB,C,AF,AK,A,CK,B,A,A,B,D,B,D,D,0.05071651316430677,0.13753419064749406,0.1782205666239005,0.3027953949169491,0.2513460359399704,0.7724069690471838,0.9426778860250924,0.28569639700012883,0.2197919269929336,0.2395419790035536,0.24836537572116685,1
946,A,F,A,B,E,AB,A,AI,I,A,HX,A,A,A,A,D,D,D,B,0.6153394930836061,0.4418613678826419,0.5391669354320353,0.6036193221338219,0.23563184814550114,0.07636185871685458,0.1869737158931284,0.5031027374995024,0.38120362681162107,0.4076197563382355,0.4998971853678857,0
947,A,I,A,B,F,BI,A,J,K,A,DP,A,A,A,B,D,D,D,B,0.5475878720627966,0.8401310877483621,0.8025990888477665,0.21348130940884952,0.36495281571119176,0.552122407990761,0.5979563626779032,0.4451303088482508,0.3909268018236532,0.34449585088715484,0.5128579991902739,0
948,A,K,A,A,E,BI,A,E,AE,L,DJ,A,A,A,A,B,D,D,B,0.525636864858497,0.2986847510917899,0.3092676773757257,0.6118062323759292,0.8107337538530113,0.618712519670964,0.4634677019857169,0.4813372748953031,0.4624284197385498,0.28568031512866965,0.6556256608830479,0
949,A,F,A,B,F,AB,A,AH,I,A,HX,A,A,A,A,B,D,D,B,0.6387478899398643,0.40621511029691465,0.4614078304942151,0.2867055493032709,0.2273506888565313,0.02934923868713848,0.1427503598300064,0.3608973951931362,0.3892481861154777,0.25082072316076115,0.5818628476533199,0
950,A,B,D,A,E,BI,A,E,AE,A,DJ,A,A,A,A,B,D,D,B,0.2775744940068869,0.2462706344940145,0.29798636309157783,0.6088228536279466,0.7969293282827666,0.7377262464736583,0.515905429931381,0.37605682302599697,0.35694253801618525,0.33378749212275577,0.32999117950022056,0
954,A,F,A,B,E,BU,A,N,S,A,LB,A,A,A,A,B,D,D,B,0.6653841597416887,0.6364912130834633,0.5969450768991791,0.7591507200667024,0.5957754705327116,0.2664274730268319,0.22205848653097585,0.7791915832018763,0.4879161898516303,0.3544102970368125,0.6485683696303837,0
955,B,I,A,A,E,BI,A,E,BM,L,DJ,A,A,A,A,B,D,D,B,0.2815789819185661,0.3269784354728885,0.35286588078287084,0.5894180938626177,0.7839595093704526,0.618577766143556,0.4991473957583992,0.3770695986327615,0.3701877333016986,0.3060942251964074,0.32004300472323816,0
956,A,G,A,A,E,BI,A,AN,AE,A,DP,A,A,A,A,B,D,D,B,0.2906415707714013,0.33438307063544725,0.35190014550754883,0.6509416847811527,0.7900479656610024,0.13815245605782586,0.4712701565512064,0.3921671887353779,0.3927912225693082,0.3861848467632004,0.33118318968580546,0
957,B,J,A,A,F,BI,A,AW,BM,A,HK,A,A,A,A,B,D,D,B,0.6199929586684098,0.7012855925314931,0.6922255291393588,0.6513408493892202,0.41073778329153,0.6197898000113314,0.7109715232173021,0.6484533090804424,0.4097293288162264,0.6963329100783306,0.3784373969704247,0
958,A,I,A,A,E,BI,A,J,AE,A,DP,A,A,A,A,B,D,D,B,0.5041362557583076,0.3570959023762351,0.25649019768897124,0.3476595585999982,0.5882769146687222,0.7394336440225443,0.4324491705977346,0.2924890175352799,0.3640218822105241,0.2722294363757844,0.3774322692235054,0
960,B,I,A,B,G,BI,A,S,L,C,HQ,A,A,A,A,B,D,D,B,0.6392126535842595,0.8239537005196165,0.7234357916331917,0.8391885578074207,0.6845952179952097,0.5544787931824793,0.2578084200614257,0.8619640364307127,0.5921325504266669,0.7924875326367309,0.6579395986170437,0
963,A,H,A,B,E,AB,A,AN,BM,A,DP,A,A,A,B,D,B,B,B,0.2489981676785391,0.2412479050873655,0.16740678710176732,0.3376684590656259,0.25616813901297913,0.42213974381681546,0.4352534270909209,0.3114071160274097,0.3628492182908629,0.2845665312176745,0.3138593797037421,1
965,B,F,A,A,E,BI,E,W,AE,A,GU,A,A,A,A,D,B,D,B,0.2464858822381981,0.3137854778358109,0.3653651269265684,0.5615790477207505,0.38001426760068985,0.25241379891956484,0.5692189462793443,0.3892522506060113,0.3758290644847361,0.3744270368651104,0.31550842798636936,0
966,A,L,O,A,F,BI,A,E,AF,A,HN,B,A,A,A,B,D,D,B,0.640114873532328,0.3920207374466069,0.6190735506543114,0.2614360931646141,0.8103711386575675,0.4868947508255813,0.1278439825938225,0.479229828282468,0.6854813765289628,0.3891751887525853,0.6994862095104921,0
969,B,I,D,A,F,AB,A,AH,BC,A,DC,A,A,A,A,A,D,D,B,0.4805600853063812,0.480058451938066,0.46171011779272,0.3368186774046426,0.2421917494617067,0.3584390752436221,0.4557716602113776,0.3645977365968615,0.4012241415979964,0.34982475262554125,0.3795161954248813,0
